Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgynJqbArMXr8tC40KB4AaABAg,,@berfinylmaz6236,,"Ekran başında Melisten çok daha fazla güldüm, gözlerim yaşardı cidden. 1.13.00'dan sonra karnım ağrıdı gülmekten yaaa, MÜKEMMEL BİR PROGRAM OLMUŞŞŞŞ❤❤❤",0,2 saat önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugz-LK1yDjblTXrBuRx4AaABAg,,@Siiğnem,,Oya Unustasını da konuk olarak görmek isteriz❤❤❤❤❤,3,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgydvsDDewJ6rOcF1MF4AaABAg,,@bushraa.777,,Zaten Şov bölümlerinde bu kadar güldüğüm nadir bölümlerden sanırım. Enis çok komik bir adam üstelik komedi olsun diye de değil. Çok güzel bir bölümdü ❤🎉 tebrik ederim emeğinize sağlık,1,1 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxTLbOy2M8ojClQPoZ4AaABAg,,@pearlygrain5623,,İzlemeden yorum yapmammm çünkü muhteşem enerjiye hazırımmmm seviliyorsunuz. 🧚‍♀️💐,3,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxE0qtg_LcD7NY7zJ54AaABAg,,@Mervecoskun.,,bu kadar güldüğüm başka hiçbir bölüm yoktur kafayı yedik gülmekten,0,2 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugy1-EIMZb-4Xbr1aK54AaABAg,,@bilgeadsz5844,,En iyi zaten şovvvvvvvv 🎉🥰💖💕💗💘🩷,4,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugzy-B7Oo0HjS6UZqIN4AaABAg,,@mervealtuntop6717,,Uzun zamandır hiç bu kadar gülmemiştim. Karnıma ağrılar girdi harikaydı. Canım Enis :),1,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxtgUxsHrcFnFj_1rt4AaABAg,,@nurse.zy.5420,,Enis harika bir insansın 🫠🤍,3,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyDE7gOeBUMF1xKGzl4AaABAg,,@HBilen-bs6sr,,"Çooook güldük , çok eğlendik 🥰 şahane bir programdı ❤️🧿🧿",1,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwpQFbZvMXxPZsv04t4AaABAg,,@pinarrpio,,59:12 O kadar katılıyorum ki... kahvaltıyı herkesle yapmama sebebimdir. 🫡,3,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugx0jDxCF1Ccw_L7wIF4AaABAg,,@Zeytinmn,,AÇIK ARA EN İYİ BÖLÜM SONUNA KADAR SIKILMADAN İZLEDİĞİM VE ÇOK GÜLDÜĞÜM KONUK❤️😍,1,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyOo2q5AVf6gNOPLfh4AaABAg,,@hilallegezelim,,Program ve format harbiden çok uzun Enise fenalıklar gelmiş ve açıkça dile de getirmiş ısrarla formatı uygulamaya çalışmaları kafamı kopardı. Adam zaten enerji power yani program uçuyor ne gerek var her bölümü bu kadar sakız gibi uzatmaya bence program 40 dk olsa Mük,6,1 gün önce,Hayır
